category_type_level,category_situation_level,category_ingredient_level,category_method_level,id,food_name,category,음식1,음식2,음식3,음식4,음식5,음식6,음식7,음식8,음식9,음식10,음식1_id,음식2_id,음식3_id,음식4_id,음식5_id,음식6_id,음식7_id,음식8_id,음식9_id,음식10_id
스프,다이어트,채소류,비빔,10072645,땅콩구이,"스프,다이어트,채소류,비빔",무사카,닭고기말이,기로스,브레스트,또치닭,가지냉이라자냐,필레,바게트빵,곰취찜,버섯찜,10069990.0,10072977.0,10069988.0,10072985.0,10072982.0,10072898.0,10072938.0,10080858.0,10047217.0,10047212.0
스프,다이어트,달걀/유제품,튀김,10072722,빵데께쥬,"스프,다이어트,달걀/유제품,튀김",키조개볶음,돈프렌치렉,웰링턴,다다끼,빼빼포볶음,그릭모모,토마토팍시,명태껍질볶음,땅콩버터빵,피칸,10070426.0,10072904.0,10072769.0,10072774.0,10005093.0,10078096.0,10070428.0,10005091.0,10080805.0,10005099.0
스프,다이어트,달걀/유제품,기타,10072769,웰링턴,"스프,다이어트,달걀/유제품,기타",웰링턴,클럽샌드위치,빵데께쥬,블루베리컴포트,빼빼포볶음,단감감구이,명태포볶음,빈자법,그릭모모,플람베,10072769.0,10075626.0,10072722.0,10073401.0,10005093.0,10078097.0,10005092.0,10024099.0,10078096.0,10033268.0
스프,다이어트,달걀/유제품,기타,10072774,다다끼,"스프,다이어트,달걀/유제품,기타",웰링턴,클럽샌드위치,빵데께쥬,블루베리컴포트,빼빼포볶음,단감감구이,명태포볶음,빈자법,그릭모모,플람베,10072769.0,10075626.0,10072722.0,10073401.0,10005093.0,10078097.0,10005092.0,10024099.0,10078096.0,10033268.0
스프,다이어트,가공식품류,무침,10072793,갈릭스테이크,"스프,다이어트,가공식품류,무침 | 스프,다이어트,건어물류,튀김 | 스프,다이어트,버섯류,조림",립,비프웰링턴,타다키,스터프드,타다끼,로코모코,양갈비구이,부채살,팍씨,돈프렌치렉,10014593.0,10069561.0,10073165.0,10073116.0,10072796.0,10073108.0,10073058.0,10073115.0,10072832.0,10072904.0
스프,다이어트,가공식품류,무침,10072796,타다끼,"스프,다이어트,가공식품류,무침 | 스프,도시락,건어물류,비빔 | 스프,영양식,소고기,찜",차돌박이곱창,케일,깔조네,치즈파이,반건조오징어,스터프드,열빙어구이,초코타르트,곱창,과메기구이,10072802.0,10074201.0,10073474.0,10073482.0,10074272.0,10073116.0,10074238.0,10077420.0,10005587.0,10074241.0
스프,다이어트,가공식품류,비빔,10072802,차돌박이곱창,"스프,다이어트,가공식품류,비빔 | 스프,도시락,곡류,볶음",식빵키슈,도피노아즈,북어포구이,고등어립,단지,브레스트,블루베리떡,가지냉이라자냐,땅콩구이,또치닭,10073369.0,10073386.0,10073637.0,10073286.0,10069447.0,10072985.0,10078101.0,10072898.0,10072645.0,10072982.0
스프,다이어트,가공식품류,튀김,10072832,팍씨,"스프,다이어트,가공식품류,튀김",돈프렌치렉,뭉치,치즈스콘,에끌레어,가츠오부시,가지냉이라자냐,양갈비구이,풀드포크,바게트빵,식빵키슈,10072904.0,10078162.0,10070581.0,10070576.0,10005127.0,10072898.0,10073058.0,10072937.0,10080858.0,10073369.0
스프,다이어트,쌀,부침,10072886,돼지고기스테이크,"스프,다이어트,쌀,부침 | 스프,다이어트,쌀,데치기 | 스프,푸드스타일링,해물류,회 | 스프,기타,소고기,부침",삼겹살스테이크,돼지갈비구이,고갈비,오징어통구이,슈바인학센,소갈비구이,비프웰링턴,타다키,포크,오리로스구이,10072891.0,10069655.0,10070349.0,10070367.0,10069727.0,10069517.0,10069561.0,10073165.0,10015426.0,10071914.0
스프,다이어트,쌀,부침,10072891,삼겹살스테이크,"스프,다이어트,쌀,부침 | 스프,다이어트,쌀,데치기 | 스프,기타,소고기,부침",돼지고기스테이크,타다키,가지통밥,포르케타,카바르마,필레,비프웰링턴,풀드포크,로스트비프,블루베리컴포트,10072886.0,10073165.0,10073448.0,10072935.0,10072933.0,10072938.0,10069561.0,10072937.0,10069582.0,10073401.0
스프,다이어트,쌀,찜,10072898,가지냉이라자냐,"스프,다이어트,쌀,찜",돈프렌치렉,포르케타,파이지,바게트빵,식빵키슈,도피노아즈,필레,카바르마,참치타다키,아쉬파르망티에,10072904.0,10072935.0,10080869.0,10080858.0,10073369.0,10073386.0,10072938.0,10072933.0,10073310.0,10073218.0
스프,다이어트,쌀,튀김,10072904,돈프렌치렉,"스프,다이어트,쌀,튀김",팍씨,양갈비구이,가지냉이라자냐,파이지,양배추베이컨찜,곤약가스,빵데께쥬,백순대,필레,도피노아즈,10072832.0,10073058.0,10072898.0,10080869.0,10047565.0,10070754.0,10072722.0,10047564.0,10072938.0,10073386.0
스프,다이어트,쌀,데치기,10072933,카바르마,"스프,다이어트,쌀,데치기",필레,포르케타,풀드포크,가지통밥,가지냉이라자냐,마늘쫑구이,돈프렌치렉,바게트빵,파이지,식빵키슈,10072938.0,10072935.0,10072937.0,10073448.0,10072898.0,10073161.0,10072904.0,10080858.0,10080869.0,10073369.0
스프,다이어트,쌀,데치기,10072935,포르케타,"스프,다이어트,쌀,데치기",필레,포르케타,풀드포크,가지통밥,가지냉이라자냐,마늘쫑구이,돈프렌치렉,바게트빵,파이지,식빵키슈,10072938.0,10072935.0,10072937.0,10073448.0,10072898.0,10073161.0,10072904.0,10080858.0,10080869.0,10073369.0
스프,다이어트,쌀,데치기,10072937,풀드포크,"스프,다이어트,쌀,데치기",필레,포르케타,풀드포크,가지통밥,가지냉이라자냐,마늘쫑구이,돈프렌치렉,바게트빵,파이지,식빵키슈,10072938.0,10072935.0,10072937.0,10073448.0,10072898.0,10073161.0,10072904.0,10080858.0,10080869.0,10073369.0
스프,다이어트,쌀,데치기,10072938,필레,"스프,다이어트,쌀,데치기",필레,포르케타,풀드포크,가지통밥,가지냉이라자냐,마늘쫑구이,돈프렌치렉,바게트빵,파이지,식빵키슈,10072938.0,10072935.0,10072937.0,10073448.0,10072898.0,10073161.0,10072904.0,10080858.0,10080869.0,10073369.0
스프,다이어트,밀가루,비빔,10072977,닭고기말이,"스프,다이어트,밀가루,비빔",또치닭,브레스트,무화과,가지냉이라자냐,땅콩구이,풀드포크,자박이,감튀치즈버거,아쉬파르망티에,인삼구이,10072982.0,10072985.0,10074653.0,10072898.0,10072645.0,10072937.0,10013626.0,10070922.0,10073218.0,10076248.0
스프,다이어트,밀가루,비빔,10072982,또치닭,"스프,다이어트,밀가루,비빔",또치닭,브레스트,무화과,가지냉이라자냐,땅콩구이,풀드포크,자박이,감튀치즈버거,아쉬파르망티에,인삼구이,10072982.0,10072985.0,10074653.0,10072898.0,10072645.0,10072937.0,10013626.0,10070922.0,10073218.0,10076248.0
스프,다이어트,밀가루,비빔,10072985,브레스트,"스프,다이어트,밀가루,비빔",또치닭,브레스트,무화과,가지냉이라자냐,땅콩구이,풀드포크,자박이,감튀치즈버거,아쉬파르망티에,인삼구이,10072982.0,10072985.0,10074653.0,10072898.0,10072645.0,10072937.0,10013626.0,10070922.0,10073218.0,10076248.0
스프,다이어트,밀가루,튀김,10072990,닭가슴살또띠아롤,"스프,다이어트,밀가루,튀김 | 스프,간식,소고기,찜 | 스프,간식,돼지고기,무침 | 스프,야식,육류,회",오리월남쌈,초코브라우니,잉글리쉬머핀,닭가슴살떡갈비,비프웰링턴,고추장삼겹살구이,타다끼,호두머핀,레몬마들렌,돼지갈비구이,10043206.0,10026924.0,10071766.0,10074814.0,10069561.0,10069656.0,10072796.0,10075232.0,10071072.0,10069655.0
스프,다이어트,건어물류,튀김,10073058,양갈비구이,"스프,다이어트,건어물류,튀김",돈프렌치렉,가지냉이라자냐,팍씨,아쉬파르망티에,카바르마,참치타다키,풀드포크,백순대,곤드레,곤약가스,10072904.0,10072898.0,10072832.0,10073218.0,10072933.0,10073310.0,10072937.0,10047564.0,10083196.0,10070754.0
스프,다이어트,버섯류,조림,10073108,로코모코,"스프,다이어트,버섯류,조림",부채살,가또쇼콜라,마늘쫑구이,슈케트,가지냉이라자냐,파이지,아쉬파르망티에,식빵키슈,카바르마,참치타다키,10073115.0,10078591.0,10073161.0,10078601.0,10072898.0,10080869.0,10073218.0,10073369.0,10072933.0,10073310.0
스프,다이어트,버섯류,조림,10073115,부채살,"스프,다이어트,버섯류,조림",부채살,가또쇼콜라,마늘쫑구이,슈케트,가지냉이라자냐,파이지,아쉬파르망티에,식빵키슈,카바르마,참치타다키,10073115.0,10078591.0,10073161.0,10078601.0,10072898.0,10080869.0,10073218.0,10073369.0,10072933.0,10073310.0
스프,다이어트,버섯류,조림,10073116,스터프드,"스프,다이어트,버섯류,조림 | 스프,도시락,채소류,무침",부채살,로코모코,무쌈말이,마늘쫑꼬치,땅콩구이,파우더,돈마호크,치즈파이,슈케트,크리스마스,10073115.0,10073108.0,10073665.0,10074113.0,10072645.0,10076592.0,10073958.0,10073482.0,10078601.0,10073843.0
스프,다이어트,버섯류,데치기,10073161,마늘쫑구이,"스프,다이어트,버섯류,데치기",포르케타,풀드포크,필레,카바르마,가지냉이라자냐,가지통밥,로코모코,부채살,오렌지콩피,바게트빵,10072935.0,10072937.0,10072938.0,10072933.0,10072898.0,10073448.0,10073108.0,10073115.0,10021389.0,10080858.0
스프,다이어트,버섯류,데치기,10073165,타다키,"스프,다이어트,버섯류,데치기 | 스프,다이어트,콩/견과류,볶음",마늘쫑구이,고등어립,풀드포크,필레,카바르마,참치타다키,포르케타,부채살,로코모코,가지통밥,10073161.0,10073286.0,10072937.0,10072938.0,10072933.0,10073310.0,10072935.0,10073115.0,10073108.0,10073448.0
스프,다이어트,과일류,찜,10073218,아쉬파르망티에,"스프,다이어트,과일류,찜",가지냉이라자냐,풀드포크,식빵키슈,바게트빵,필레,돈프렌치렉,참치타다키,잠봉뵈르,쇠고기탕,포르케타,10072898.0,10072937.0,10073369.0,10080858.0,10072938.0,10072904.0,10073310.0,10072355.0,10020957.0,10072935.0
스프,다이어트,과일류,삶기,10073233,고구마파이,"스프,다이어트,과일류,삶기 | 스프,해장,콩/견과류,데치기",치즈빵,카바르마,참치타다키,포르케타,필레,풀드포크,아쉬파르망티에,단호박머핀,라자니아,가지통밥,10077160.0,10072933.0,10073310.0,10072935.0,10072938.0,10072937.0,10073218.0,10077154.0,10077114.0,10073448.0
스프,다이어트,콩/견과류,볶음,10073280,전복스테이크,"스프,다이어트,콩/견과류,볶음 | 스프,푸드스타일링,건어물류,굽기 | 스프,푸드스타일링,버섯류,비빔",고구마머핀,농어,타다키,고등어립,브리오슈,차돌박이곱창,치치닭,새우손질,브리암,시나몬롤,10076279.0,10076322.0,10073165.0,10073286.0,10071042.0,10072802.0,10076156.0,10070487.0,10076267.0,10078577.0
스프,다이어트,콩/견과류,볶음,10073286,고등어립,"스프,다이어트,콩/견과류,볶음",참치타다키,생크림식빵,가지냉이라자냐,유린버섯,필레,풀드포크,포르케타,딱띠플레뜨,브라운스탁,바게트빵,10073310.0,10075873.0,10072898.0,10071298.0,10072938.0,10072937.0,10072935.0,10070628.0,10020986.0,10080858.0
스프,다이어트,콩/견과류,찜,10073310,참치타다키,"스프,다이어트,콩/견과류,찜",가지냉이라자냐,고등어립,식빵키슈,유린버섯,카바르마,아쉬파르망티에,파이지,바게트빵,포르케타,풀드포크,10072898.0,10073286.0,10073369.0,10071298.0,10072933.0,10073218.0,10080869.0,10080858.0,10072935.0,10072937.0
스프,다이어트,곡류,찜,10073369,식빵키슈,"스프,다이어트,곡류,찜",식빵키슈,가지냉이라자냐,필레,아쉬파르망티에,풀드포크,파이애플,바나나아이스크림,카바르마,참치타다키,포르케타,10073369.0,10072898.0,10072938.0,10073218.0,10072937.0,10071361.0,10071354.0,10072933.0,10073310.0,10072935.0
스프,다이어트,곡류,회,10073386,도피노아즈,"스프,다이어트,곡류,회",식빵키슈,가지냉이라자냐,필레,아쉬파르망티에,풀드포크,파이애플,바나나아이스크림,카바르마,참치타다키,포르케타,10073369.0,10072898.0,10072938.0,10073218.0,10072937.0,10071361.0,10071354.0,10072933.0,10073310.0,10072935.0
스프,다이어트,기타,끓이기,10073401,블루베리컴포트,"스프,다이어트,기타,끓이기",블루베리컴포트,가지통밥,가지냉이라자냐,아쉬파르망티에,참치타다키,바클라바,치킨스톡,아모르패티,파르시,바게트빵,10073401.0,10073448.0,10072898.0,10073218.0,10073310.0,10078220.0,10021026.0,10076194.0,10079228.0,10080858.0
스프,다이어트,기타,끓이기,10073407,크림치즈머핀,"스프,다이어트,기타,끓이기",블루베리컴포트,가지통밥,가지냉이라자냐,아쉬파르망티에,참치타다키,바클라바,치킨스톡,아모르패티,파르시,바게트빵,10073401.0,10073448.0,10072898.0,10073218.0,10073310.0,10078220.0,10021026.0,10076194.0,10079228.0,10080858.0
스프,다이어트,기타,데치기,10073448,가지통밥,"스프,다이어트,기타,데치기",카바르마,풀드포크,필레,포르케타,블루베리컴포트,마늘쫑구이,크리스마스쿠키,가지냉이라자냐,낫토,두부스틱,10072933.0,10072937.0,10072938.0,10072935.0,10073401.0,10073161.0,10079422.0,10072898.0,10071434.0,10071441.0
스프,도시락,소고기,무침,10073474,깔조네,"스프,도시락,소고기,무침 | 스프,명절,육류,삶기",광토스,칼초네,치즈파이,크나페,구운달걀,파스츄리,쇼좌빙,떡후루,머쉬룸볼,에그드랍,10077425.0,10077884.0,10073482.0,10077923.0,10077433.0,10077885.0,10077901.0,10077534.0,10074153.0,10077393.0
스프,도시락,소고기,무침,10073482,치즈파이,"스프,도시락,소고기,무침",타르틴,키시,나쵸피자,광토스,케일,플랩잭,윙,과메기구이,깨찰튀김,피자만두,10073557.0,10073494.0,10073491.0,10077425.0,10074201.0,10075445.0,10074046.0,10074241.0,10061974.0,10061984.0
스프,도시락,소고기,절임,10073491,나쵸피자,"스프,도시락,소고기,절임",키시,치즈까스,비프파히타,순대구이,치즈파이,열빙어구이,현미,치킨스탁,초코칩머핀,구운달걀,10073494.0,10077451.0,10069562.0,10077449.0,10073482.0,10074238.0,10005760.0,10021052.0,10076505.0,10077433.0
스프,도시락,소고기,절임,10073494,키시,"스프,도시락,소고기,절임",키시,치즈까스,비프파히타,순대구이,치즈파이,열빙어구이,현미,치킨스탁,초코칩머핀,구운달걀,10073494.0,10077451.0,10069562.0,10077449.0,10073482.0,10074238.0,10005760.0,10021052.0,10076505.0,10077433.0
스프,도시락,돼지고기,끓이기,10073512,쌀,"스프,도시락,돼지고기,끓이기",쿠헨,모카머핀,바통마레쇼,윙,식빵롤,소고기떡말이,"녹두전,빈대떡",도너츠,치즈햄말이튀김,바클라바,10073543.0,10073537.0,10078221.0,10074046.0,10062034.0,10076694.0,10022846.0,10062029.0,10062037.0,10078220.0
스프,도시락,돼지고기,튀김,10073524,린저쿠키,"스프,도시락,돼지고기,튀김 | 스프,도시락,닭고기,데치기 | 스프,명절,닭고기,굽기",샌드쿠키,아몬드비스코티,딸기타르트,블루베리타르트,구겔호프,팥빵,얼그레이쿠키,호두과자,소보로단팥빵,곱창,10073605.0,10073619.0,10073627.0,10071185.0,10073592.0,10073591.0,10070935.0,10073624.0,10073597.0,10005587.0
스프,도시락,닭고기,끓이기,10073537,모카머핀,"스프,도시락,닭고기,끓이기",쿠헨,호두과자,소보로단팥빵,타르틴,쌀,팥빵,소고기떡말이,바통마레쇼,연근겨자심,크뇌델,10073543.0,10073624.0,10073597.0,10073557.0,10073512.0,10073591.0,10076694.0,10078221.0,10021128.0,10021108.0
스프,도시락,닭고기,끓이기,10073541,슈,"스프,도시락,닭고기,끓이기 | 스프,명절,가공식품류,절임 | 스프,명절,버섯류,부침",가래떡츄러스,블루베리타르트,땅콩버터쿠키,포카치아,사과머핀,인절미구이,애플타르트,딸기롤케이크,딸기컵케이크,계란과자,10077530.0,10071185.0,10071168.0,10071157.0,10071397.0,10077703.0,10071172.0,10078138.0,10075863.0,10071176.0
스프,도시락,닭고기,끓이기,10073543,쿠헨,"스프,도시락,닭고기,끓이기",쿠헨,호두과자,소보로단팥빵,타르틴,쌀,팥빵,소고기떡말이,바통마레쇼,연근겨자심,크뇌델,10073543.0,10073624.0,10073597.0,10073557.0,10073512.0,10073591.0,10076694.0,10078221.0,10021128.0,10021108.0
스프,도시락,닭고기,무침,10073557,타르틴,"스프,도시락,닭고기,무침",사타이,소보로단팥빵,쿠헨,치즈파이,팥빵,호두과자,모카머핀,연근겨자심,크뇌델,윙,10071668.0,10073597.0,10073543.0,10073482.0,10073591.0,10073624.0,10073537.0,10021128.0,10021108.0,10074046.0
스프,도시락,닭고기,굽기,10073591,팥빵,"스프,도시락,닭고기,굽기",소보로단팥빵,모카머핀,코블러,호두과자,비스켓,타르틴,쿠헨,사블레,플로랑탱아망드,크뇌델,10073597.0,10073537.0,10073712.0,10073624.0,10077819.0,10073557.0,10073543.0,10077821.0,10078254.0,10021108.0
스프,도시락,닭고기,굽기,10073592,구겔호프,"스프,도시락,닭고기,굽기 | 스프,명절,달걀/유제품,회 | 스프,명절,쌀,굽기",플로랑탱,초코마들렌,녹차머핀,바나나구이,비스켓,로띠,사블레,계란과자,그레놀라,샌드쿠키,10077830.0,10073598.0,10075861.0,10071342.0,10077819.0,10024024.0,10077821.0,10071176.0,10071545.0,10073605.0
스프,도시락,닭고기,굽기,10073593,롤빵,"스프,도시락,닭고기,굽기 | 스프,명절,닭고기,삶기 | 스프,명절,밀가루,기타 | 빵,술안주,과일류,무침",샌드쿠키,계란과자,구겔호프,플로랑탱,녹차머핀,튀일,가래떡츄러스,린저쿠키,인절미구이,호두머핀,10073605.0,10071176.0,10073592.0,10077830.0,10075861.0,10071620.0,10077530.0,10073524.0,10077703.0,10075232.0
스프,도시락,닭고기,굽기,10073597,소보로단팥빵,"스프,도시락,닭고기,굽기",소보로단팥빵,모카머핀,코블러,호두과자,비스켓,타르틴,쿠헨,사블레,플로랑탱아망드,크뇌델,10073597.0,10073537.0,10073712.0,10073624.0,10077819.0,10073557.0,10073543.0,10077821.0,10078254.0,10021108.0
스프,도시락,닭고기,굽기,10073598,초코마들렌,"스프,도시락,닭고기,굽기 | 스프,간식,달걀/유제품,절임",팥빵,소보로단팥빵,토르테,밥머핀,구움과자,호두과자,쿠헨,키시,그릭모모,얼그레이쿠키,10073591.0,10073597.0,10073726.0,10070404.0,10075131.0,10073624.0,10073543.0,10073494.0,10078096.0,10070935.0
스프,도시락,닭고기,데치기,10073605,샌드쿠키,"스프,도시락,닭고기,데치기 | 스프,도시락,가공식품류,삶기 | 스프,명절,닭고기,굽기",린저쿠키,아몬드비스코티,블루베리타르트,딸기타르트,롤빵,구겔호프,얼그레이쿠키,팥빵,호두과자,슈,10073524.0,10073619.0,10071185.0,10073627.0,10073593.0,10073592.0,10070935.0,10073591.0,10073624.0,10073541.0
스프,도시락,닭고기,데치기,10073619,아몬드비스코티,"스프,도시락,닭고기,데치기 | 스프,도시락,달걀/유제품,찜 | 스프,명절,쌀,데치기",샌드쿠키,린저쿠키,얼그레이쿠키,블루베리타르트,호두과자,초코마들렌,구겔호프,브라우니쿠키,초콜릿쿠키,닭똥집구이,10073605.0,10073524.0,10070935.0,10071185.0,10073624.0,10073598.0,10073592.0,10071184.0,10071174.0,10074010.0
스프,도시락,닭고기,데치기,10073621,치즈타르트,"스프,도시락,닭고기,데치기 | 스프,명절,소고기,무침 | 스프,명절,육류,기타 | 스프,명절,가공식품류,튀김 | 스프,명절,건어물류,볶음",크랙쿠키,버터링쿠키,통밀쿠키,딸기타르트,초코머핀,아이싱쿠키,파운드,튀일,스노우볼쿠키,초코타르트,10072502.0,10071171.0,10073623.0,10073627.0,10071573.0,10070681.0,10076510.0,10071620.0,10077415.0,10077420.0
스프,도시락,닭고기,데치기,10073623,통밀쿠키,"스프,도시락,닭고기,데치기 | 스프,간식,곡류,절임 | 스프,명절,육류,기타 | 스프,명절,건어물류,볶음 | 스프,명절,버섯류,조림",치즈타르트,버터링쿠키,파운드,크랙쿠키,땅콩쿠키,땅콩버터쿠키,슈,초콜릿쿠키,스노우볼쿠키,버터쿠키,10073621.0,10071171.0,10076510.0,10072502.0,10071179.0,10071168.0,10073541.0,10071174.0,10077415.0,10071183.0
스프,도시락,닭고기,데치기,10073624,호두과자,"스프,도시락,닭고기,데치기",소보로단팥빵,쿠헨,팥빵,모카머핀,닭똥집구이,타르틴,퓌메,포도시럽,오렌지콩피,윙,10073597.0,10073543.0,10073591.0,10073537.0,10074010.0,10073557.0,10021178.0,10021391.0,10021389.0,10074046.0
스프,도시락,닭고기,데치기,10073627,딸기타르트,"스프,도시락,닭고기,데치기 | 스프,도시락,해물류,굽기 | 스프,명절,소고기,무침 | 스프,명절,가공식품류,튀김",샌드쿠키,린저쿠키,튀일,블루베리타르트,아몬드비스코티,구겔호프,초코타르트,치즈타르트,계란과자,슈,10073605.0,10073524.0,10071620.0,10071185.0,10073619.0,10073592.0,10077420.0,10073621.0,10071176.0,10073541.0
스프,도시락,육류,볶음,10073637,북어포구이,"스프,도시락,육류,볶음",딱띠플레뜨,코티지치즈,퓌메,쇼좌빙,윙,라이스페이퍼말이,닭다리김치찜,마늘쫑꼬치,질마재,사브레,10070628.0,10021209.0,10021178.0,10077901.0,10074046.0,10075063.0,10011009.0,10074113.0,10074485.0,10078430.0
스프,도시락,채소류,무침,10073665,무쌈말이,"스프,도시락,채소류,무침 | 빵,간식,버섯류,데치기",포도시럽,오렌지콩피,스터프드,오렌지,깻잎나물,머위잎쌈,호두과자,치즈파이,얼갈이,명이나물무침,10021391.0,10021389.0,10073116.0,10021373.0,10081138.0,10081148.0,10073624.0,10073482.0,10081132.0,10081149.0
스프,도시락,해물류,굽기,10073712,코블러,"스프,도시락,해물류,굽기",팥빵,소보로단팥빵,윙,올리브,플로랑탱아망드,코티지치즈,비트구이,마늘쫑꼬치,쿠헨,닭껍데기,10073591.0,10073597.0,10074046.0,10076087.0,10078254.0,10021209.0,10075052.0,10074113.0,10073543.0,10076845.0
스프,도시락,달걀/유제품,비빔,10073726,토르테,"스프,도시락,달걀/유제품,비빔",단감감구이,대추튀김,곰피오징어말이,주꾸미쪽파강회,낙지강회,그릭모모,톳전,쑥빵,임연수스테이크,빠삐요뜨,10078097.0,10062359.0,10081242.0,10081266.0,10081236.0,10078096.0,10024710.0,10075192.0,10070457.0,10070452.0
스프,도시락,달걀/유제품,찜,10073736,에클레어,"스프,도시락,달걀/유제품,찜 | 스프,해장,기타,튀김 | 스프,명절,소고기,무침 | 스프,기타,건어물류,데치기 | 빵,다이어트,기타,끓이기",코코넛쿠키,그레놀라,야채구이,초콜릿쿠키,브라우니쿠키,소갈비구이,딸기생크림케이크,초코타르트,가토쇼콜라,블루베리타르트,10075448.0,10071545.0,10070071.0,10071174.0,10071184.0,10069517.0,10047785.0,10077420.0,10050811.0,10071185.0
스프,도시락,달걀/유제품,기타,10073751,쉬폰케이크,"스프,도시락,달걀/유제품,기타 | 스프,해장,콩/견과류,데치기 | 스프,해장,기타,튀김 | 스프,명절,육류,조림 | 스프,명절,육류,회 | 스프,명절,가공식품류,절임 | 스프,명절,쌀,굽기 | 스프,명절,버섯류,부침 | 빵,다이어트,쌀,찜",단팥빵,마늘바게트,슈크림,샤브레,크럼블,다쿠아즈,바나나머핀,치즈타르트,초코머핀,통밀쿠키,10071602.0,10070932.0,10018127.0,10071166.0,10071344.0,10071392.0,10045085.0,10073621.0,10071573.0,10073623.0
스프,도시락,밀가루,데치기,10073824,칠면조,"스프,도시락,밀가루,데치기 | 빵,초스피드,건어물류,끓이기 | 빵,손님접대,밀가루,끓이기",꼴뚜기,감튀치즈버거,칠면조구이,갈릭치즈브레드,잉글리쉬블랙퍼스트,마리,콜드컷,완두콩말이,모카머핀,살치살구이,10042591.0,10070922.0,10079940.0,10070920.0,10070887.0,10075742.0,10070969.0,10070965.0,10073537.0,10069510.0
스프,도시락,건어물류,조림,10073843,크리스마스,"스프,도시락,건어물류,조림 | 스프,명절,채소류,끓이기",바통마레쇼,바클라바,마늘쫑꼬치,송어,빠스텔,사과피자,사브레,쌀,마리,모카머핀,10078221.0,10078220.0,10074113.0,10072109.0,10078538.0,10078107.0,10078430.0,10073512.0,10075742.0,10073537.0
스프,도시락,건어물류,비빔,10073865,안심구이,"스프,도시락,건어물류,비빔 | 스프,도시락,곡류,볶음 | 스프,간식,돼지고기,찜",차돌박이곱창,알배추스테이크,곱창,타다끼,북어포구이,쌀,크리스마스,토르테,아스파라거스구이,윙,10072802.0,10074155.0,10005587.0,10072796.0,10073637.0,10073512.0,10073843.0,10073726.0,10070048.0,10074046.0
스프,도시락,과일류,조림,10073958,돈마호크,"스프,도시락,과일류,조림",돈마호크,마늘쫑꼬치,옥돔구이,닭똥집구이,부르게스타,미역전,나파주,윙,구름빵,아쉬파르망티에,10073958.0,10074113.0,10071230.0,10074010.0,10072268.0,10022606.0,10021397.0,10074046.0,10070672.0,10073218.0
스프,도시락,과일류,조림,10073961,항정살볶음,"스프,도시락,과일류,조림",돈마호크,마늘쫑꼬치,옥돔구이,닭똥집구이,부르게스타,미역전,나파주,윙,구름빵,아쉬파르망티에,10073958.0,10074113.0,10071230.0,10074010.0,10072268.0,10022606.0,10021397.0,10074046.0,10070672.0,10073218.0
스프,도시락,과일류,데치기,10074010,닭똥집구이,"스프,도시락,과일류,데치기",돈마호크,항정살볶음,호두과자,윙,풀드포크,아쉬파르망티에,카바르마,나파주,오렌지콩피,퓌메,10073958.0,10073961.0,10073624.0,10074046.0,10072937.0,10073218.0,10072933.0,10021397.0,10021389.0,10021178.0
스프,도시락,콩/견과류,찜,10074046,윙,"스프,도시락,콩/견과류,찜",참치타다키,유린버섯,돈마호크,닭똥집구이,명이나물무침,키시,고등어립,단호박씨볶음,항정살볶음,소보로단팥빵,10073310.0,10071298.0,10073958.0,10074010.0,10081149.0,10073494.0,10073286.0,10074753.0,10073961.0,10073597.0
스프,도시락,기타,부침,10074107,찹쌀전,"스프,도시락,기타,부침",폰즈,머쉬룸볼,마늘쫑꼬치,아모르패티,잎,치킨스톡,크로캉메디테리안,또띠아살사,나파주,쟈가토로,10021507.0,10074153.0,10074113.0,10076194.0,10081172.0,10021026.0,10078312.0,10079207.0,10021397.0,10014637.0
스프,도시락,기타,조림,10074113,마늘쫑꼬치,"스프,도시락,기타,조림",폰즈,돈마호크,머쉬룸볼,찹쌀전,항정살볶음,알밤튀김,구름빵,풋마늘무침,상추,파르시,10021507.0,10073958.0,10074153.0,10074107.0,10073961.0,10062458.0,10070672.0,10081173.0,10081166.0,10079228.0
스프,도시락,기타,삶기,10074153,머쉬룸볼,"스프,도시락,기타,삶기",폰즈,마늘쫑꼬치,찹쌀전,잎,윙,퍼코다,아모르패티,또띠아살사,알밤튀김,파르시,10021507.0,10074113.0,10074107.0,10081172.0,10074046.0,10078313.0,10076194.0,10079207.0,10062458.0,10079228.0
스프,도시락,기타,삶기,10074155,알배추스테이크,"스프,도시락,기타,삶기 | 스프,간식,육류,비빔",배추,머쉬룸볼,아스파라거스구이,쑥빵,라이스페이퍼말이,햄,북어포구이,질마재,깔조네,돼지간,10075011.0,10074153.0,10070048.0,10075192.0,10075063.0,10074487.0,10073637.0,10074485.0,10073474.0,10064521.0
스프,영양식,소고기,무침,10074201,케일,"스프,영양식,소고기,무침",과메기구이,열빙어구이,치즈파이,광토스,배추말이전,소고기완자,삼겹살전,계란지단,무떡,플랩잭,10074241.0,10074238.0,10073482.0,10077425.0,10021543.0,10021566.0,10021634.0,10022240.0,10021857.0,10075445.0
